Protocol Name,End repair of fragmented dsDNA,,,,,,,,,,,,,,
Input,Fragmented dsDNA,,,,,,,,,,,,,,
Output,Blunt-end dsDNA,,,,,,,,,,,,,,
Remarks,"This protocol converts any overhangs at the cDNA ends into blunt ends using T4 DNA
polymerase. The 3' to 5' exonuclease activity of these enzymes removes 3' overhangs,
and the polymerase activity fills in 5' overhangs.",,,,,,,,,,,,,,
Reference PMID,20069539,,,,,,,,,,,,,,
Reference URL,http://onlinelibrary.wiley.com/doi/10.1002/0471142727.mb0411s89/abstract;jsessionid=953D32C841D4519C73A9F2BA29307410.d01t01,,,,,,,,,,,,,,
Reference DOI,10.1002/0471142727.mb0411s89,,,,,,,,,,,,,,
Category Tags,dsDNA modification,,,,,,,,,,,,,,
Specifier Tags,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Step Number,Step Text,Action,Attribute,,,,,,,,,,,,
1,"Add the following reagents to fragmented cDNA from step (Illumina, Fragment ds cDNA).5 (total volume should
be 50 _l):
5 _l 10_ end-repair buffer (1_ final)
5 _l 2.5 mM dNTP mix (0.25 mM final)
5 _l 10 mM ATP (1mM final)
1 _l end-repair enzyme mix.
The standard 50-_l reaction will end-repair up to 5 _g of DNA; the reaction can be
scaled up if necessary.",add,what - component list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Buffer, End-repair (Epicentre Biotechnologies, End-It DNA End-Repair Kit)",,,,5,5,microliter,10,10,X,,
,,,,"Nucleic Acid, dATP (Epicentre Biotechnologies, End-It DNA End-Repair Kit)",,,,5,5,microliter,2.5,2.5,milliMolar,,
,,,,"Nucleic Acid, dATP (Epicentre Biotechnologies, End-It DNA End-Repair Kit)",,,,5,5,microliter,10,10,milliMolar,,
,,,,"Enzyme Mix, End-repair (Epicentre Biotechnologies, End-It DNA End-Repair Kit)",,,,1,1,microliter,,,,,
,,,,"Output from prior protocol (Illumina, Fragment ds cDNA)",,,,34,34,microliter,,,,,
,,,,Total Volume,,,,50,50,microliter,,,,,
,,,remarks,"The standard 50-_l reaction will end-repair up to 5 _g of DNA; the reaction can be
scaled up if necessary.",,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,2.5,2.5,minutes,Active; Per Sample,,,,,,,,
,mix by pipetting up and down,mix,how,by pipetting up and down,,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,0.25,0.25,minutes,Active; Per Sample,,,,,,,,
2,Incubate 45 min at room temperature.,incubate,how - temperature,Min Temp,Max Temp,Temp Units,Temp Comment,,,,,,,,
,,,,20,25,degrees Celsius,Room temperature,,,,,,,,
,,,how - time,Min Time,Max Time,Time Units,Time Comment,,,,,,,,
,,,,45,45,minutes,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,45,45,minutes,Passive,,,,,,,,
3,"Purify the end-repaired cDNA fragments using the QIAquick PCR Purification Kit.
Follow the manufacturer's recommended protocol, but elute in a final volume of
34 _l of Buffer EB.",call for protocol,protocol - type,PCR Purification,,,,,,,,,,,
,,,protocol - name,QIAquick PCR Purification Kit,,,,,,,,,,,
,,,protocol - output,"Nucleic Acid, end-repaired cDNA fragments",,,,,,,,,,,
,,,protocol - output components list,Reagent name,Min Mass,Max Mass,Mass Units,Min Vol,Max Vol,Vol Units,Min Conc,Max Conc,Conc Units,pH,Note
,,,,"Nucleic Acid, end-repaired cDNA fragments",,,,34,34,microliter,,,,,
,,,,Total Volume,,,,34,34,microliter,,,,,
,,,remarks,"Follow the manufacturer's recommended protocol, but elute in a final volume of
34 _l of Buffer EB",,,,,,,,,,,
,,,duration,Min Time,Max Time,Time Units,Duration Comment,,,,,,,,
,,,,,,,"Unknown, Protocol",,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
